distance_squared, distance,mC.i,mC.j
23990657074.000000, 23837.000000, 1848.877364
21865305565.000000, 16817.000000, 3715.004877
26453612329.000000, 31593.000000, 1052.977347
23353844410.000000, 21767.000000, 2217.788325
20798499445.000000, 13164.000000, 6060.676914
20599923016.000000, 12474.000000, 6748.031696
24853334866.000000, 26597.000000, 1484.936466
23550116665.000000, 22408.000000, 2091.822386
22795397050.000000, 19929.000000, 2645.640646
25717119341.000000, 29313.000000, 1222.964509
22213791098.000000, 17990.000000, 3246.336034
24590991400.000000, 25763.000000, 1582.923040
26357335745.000000, 31297.000000, 1071.976098
22726836224.000000, 19702.000000, 2706.615220
34264061865.000000, 54053.000000, 358.999102
32992513853.000000, 50586.000000, 409.998663
22969302802.000000, 20504.000000, 2499.696901
33090427737.000000, 50855.000000, 405.998702
26568352708.000000, 31946.000000, 1028.978861
33171455090.000000, 51078.000000, 401.998740
22619881472.000000, 19347.000000, 2806.570991
22850755586.000000, 20112.000000, 2597.659847
23749228018.000000, 23055.000000, 1976.850094
33892449002.000000, 53047.000000, 372.998993
31306381154.000000, 45884.000000, 498.997589
24668313093.000000, 26009.000000, 1552.927333
34351132138.000000, 54288.000000, 355.999125
28626413096.000000, 38141.000000, 721.992698
33900434906.000000, 53068.000000, 372.998993
30392825093.000000, 43283.000000, 559.996593
29917959824.000000, 41916.000000, 597.995851
22227212449.000000, 18035.000000, 3230.345799
29629015085.000000, 41078.000000, 621.995331
22562676386.000000, 19156.000000, 2863.544327
25129618425.000000, 27471.000000, 1391.947670
29952984529.000000, 42017.000000, 594.995913
32564822210.000000, 49405.000000, 429.998457
31862895524.000000, 47449.000000, 465.998037
23984879810.000000, 23818.000000, 1851.876766
23850608840.000000, 23384.000000, 1920.862474
24037775725.000000, 23989.000000, 1825.881883
29850181538.000000, 41720.000000, 602.995746
32719399880.000000, 49833.000000, 422.998531
23926328200.000000, 23629.000000, 1881.870680
31734269242.000000, 47089.000000, 472.997947
33598710361.000000, 52247.000000, 383.998901
33725076372.000000, 52591.000000, 378.998944
22721076589.000000, 19683.000000, 2711.613084
30043842436.000000, 42279.000000, 586.996076
28960462385.000000, 39125.000000, 685.993736
26960373028.000000, 33144.000000, 955.983048
20561711834.000000, 12341.000000, 6894.633900
34213145480.000000, 53915.000000, 360.999087
24760753453.000000, 26303.000000, 1518.932002
21428444098.000000, 15332.000000, 4468.268277
24015306884.000000, 23916.000000, 1836.879736
32375224836.000000, 48879.000000, 438.998358
26005238065.000000, 30209.000000, 1150.970415
21319435205.000000, 14959.000000, 4693.992254
23010550490.000000, 20640.000000, 2466.708745
22046310400.000000, 17428.000000, 3459.196648
21744175652.000000, 16407.000000, 3902.846129
20765897540.000000, 13051.000000, 6165.448679
31016524874.000000, 45063.000000, 516.997319
21655928282.000000, 16107.000000, 4048.711824
27550690376.000000, 34932.000000, 860.987616
33293701337.000000, 51413.000000, 396.998786
30207377408.000000, 42750.000000, 574.996311
21531555700.000000, 15684.000000, 4270.488264
24189367313.000000, 24477.000000, 1753.895311
27517225345.000000, 34831.000000, 865.987399
23391201698.000000, 21889.000000, 2192.795402
23461623074.000000, 22119.000000, 2147.807739
26428311376.000000, 31515.000000, 1057.977023
28528152272.000000, 37850.000000, 732.992359
24043262626.000000, 24006.000000, 1822.882465
27939013138.000000, 36097.000000, 805.989841
29739990682.000000, 41400.000000, 612.995531
26843003741.000000, 32786.000000, 976.981906
27115644240.000000, 33616.000000, 928.984444
22640712473.000000, 19416.000000, 2786.580094
29545563338.000000, 40836.000000, 629.995149
22410241402.000000, 18648.000000, 3021.464692
32402046976.000000, 48953.000000, 437.998370
34021094697.000000, 53396.000000, 367.999033
26720026930.000000, 32410.000000, 999.980598
21830048585.000000, 16697.000000, 3767.961702
30001833250.000000, 42158.000000, 590.995995
24814655744.000000, 26474.000000, 1498.934652
22914
